  4   90100  1AC    24       SSMANIFO                                                  -94.76940277  26.95505833
  5   21974  1EC    38              3  7264S   974W       1584280.33        293473.76    -92.639715    29.467178
  5   22684  1EC    38              4  4378N  1990E   1588914.407419         296589.8    -92.625264    29.475891
  5   21973  1EC    38              A  7493N   974W       1584280.33         293474.8    -92.639715    29.467181
  5   22053  1EC    42              B   524N  5467E       1533565.19         300443.8    -92.799349    29.484657
  5   22278  1EC    42              C  6885N  7190E       1531842.19         294082.8    -92.804507    29.467105
  5   33036  1EC    42        CAIS.#1  3010N   166E      1538866.192       297957.808  -92.78259055  29.47800684
  5   23261  1EC    44              1  4000S  2000E       1507516.09        290209.76    -92.880778    29.455574
  5    1431  1EC    44              2  2200S   550W      1495308.048        288409.76  -92.91905368   29.4501656
  5   23652  1EC    44              A  3201S  5411E       1504105.09        289410.76     -92.89146     29.45325
  5    1213  2EC    45              3  2959N  5276E      1489482.048       298008.808   -92.9377786  29.47633755
  5   22636  1EC    45              D  3000N  6100W          1486100         297967.8    -92.948405    29.476094
  5    1213  1EC    45              E  2959N  5276E      1489482.048       298008.808   -92.9377786  29.47633755
  5   22295  1EC    46              A  1305S  1297E          1478703        287514.76    -92.971179    29.447062
  5   22295  2EC    46              B  1204S  1297E          1478703        287413.76    -92.971174    29.446784
  5   22317  1EC    46     C(Removed)  9203S  1290E          1478710        295412.76    -92.971512     29.46878
  5   20214  1EC    47              D  4000S  5174E          1474826        275451.71    -92.982813    29.413739
  5   22325  1EC    47              J  1014N  3916E          1476084        285195.76    -92.979302    29.440582
  5   22325  2EC    47             JP  1000N  3400E          1476600        285209.76    -92.977681    29.440641
  5   32042  1EC    48              2  5820N  3405W          1483405        280389.76  -92.95609077  29.42765439
  5   20218  1EC    48              C  3600S  2000W          1482000        275051.71    -92.960266    29.412921
  5   21493  1EC    48              E  3529S  3539E       1491219.04        274980.71    -92.931311    29.413083
  5   20215  1EC    48              H  6319S  1091W          1481091        277770.71    -92.963242    29.420362
  5   21947  1EC    48              I  2000S    50W          1480050        273451.71    -92.966318    29.408445
  5   24049  1EC    48              K  5800N  2200E       1492558.04        280409.76    -92.927343    29.428063
  5   21789  1EC    49              B  4046S  6717W       1501475.04        275497.71    -92.899125    29.414894
  5   25000  1EC    49       CG-VALVE 13650N  7100E      1502416.096        272559.76  -92.89604418  29.40685053
  5   25000  2EC    49           COMP 13750N  7200E      1502316.096        272459.76  -92.89635392   29.4065718
  5   23619  1EC    50              A  1677N  1390W       1510906.09        284532.76    -92.869888    29.440089
  5   20953  1EC    51              1  6500S  5000E       1534032.19        277951.71    -92.796978    29.422825
  5   21792  1EC    55              1  2690N  3981W       1587287.33        283519.76    -92.629912      29.4399
  5   22125  1EC    57             JA  2576S  2861W       1571409.28        259269.66    -92.678896    29.372713
  5   22057  1EC    57             JB  7268S  1839E       1581467.33        263961.66     -92.64749    29.385936
  5   22125  2EC    57             JC  2881S  2873W       1571421.28        259574.66    -92.678869    29.373552
  5   23342  1EC    58              4  7557S  5995E       1562553.28        264250.66    -92.706884    29.386121
  5   22373  2EC    58              A  4232S   888E       1567660.28        260925.66    -92.690726    29.377145
  5   22373  1EC    58              A  4268S   992E       1567556.28        260961.66    -92.691054    29.377241
  5   23358  1EC    60              A  7445N  4610W       1528884.14        264006.71    -92.812582    29.384298
  5   20452  1EC    62              A   660S   660W       1495418.04        257353.66    -92.917359    29.364773
