id,name,lat,lng,type
8625,Wreck,40.76106,-72.72933,Wreck
8626,Wreck,40.57354,-73.57907,Wreck
8627,Wreck,40.57513,-73.58619,Wreck
8628,Wreck,40.56651,-73.72784,Wreck
8629,Wreck,40.57109,-73.53332,Wreck
8630,Wreck,40.57594,-73.90371,Wreck
8631,Wreck,40.80247,-72.47428,Wreck
8632,Wreck,41.26648,-71.82121,Wreck
8633,Wreck,41.28772,-71.77076,Wreck
8634,Wreck,41.29611,-71.76036,Wreck
8635,Wreck,41.27644,-71.76817,Wreck
8636,Wreck,41.26654,-71.77341,Wreck
8637,Wreck,41.68872,-71.35001,Wreck
8638,Wreck,41.68805,-71.34856,Wreck
8639,Wreck,41.72661,-71.36549,Wreck
8640,Wreck,41.69271,-71.35029,Wreck
8641,Wreck,41.70897,-71.32489,Wreck
8642,Wreck,41.66615,-71.36204,Wreck
8643,Wreck,41.65594,-71.37577,Wreck
8644,Wreck,41.68037,-71.3405,Wreck
8645,Wreck,41.67969,-71.34776,Wreck
8646,Wreck,34.07333,-77.85931,Wreck
8647,Wreck,41.09821,-71.71872,Wreck
8648,Wreck,27.81444,-97.37667,Wreck
8649,Wreck,26.61701,-97.2837,Wreck
8650,Wreck,26.55947,-97.26615,Wreck
8651,Wreck,27.80034,-97.25865,Wreck
8652,Wreck,27.70827,-97.04857,Wreck
8653,Wreck,27.81526,-97.28877,Wreck
8654,Wreck,27.81533,-97.27878,Wreck
8655,Wreck,27.75508,-97.28504,Wreck
8656,Wreck,27.73377,-97.18326,Wreck
8657,Wreck,27.80938,-97.32652,Wreck
8658,Wreck,27.70363,-97.092,Wreck
8659,Wreck,27.66704,-97.08384,Wreck
8660,Wreck,27.81006,-97.23864,Wreck
8661,Wreck,27.80813,-97.25615,Wreck
8662,Wreck,27.80441,-97.38636,Wreck
8663,Wreck,28.01859,-97.02289,Wreck
8664,Wreck,27.77369,-97.22193,Wreck
8665,Wreck,27.79197,-97.2253,Wreck
8666,Wreck,27.8,-97.21667,Wreck
8667,Wreck,27.75283,-97.07866,Wreck
8668,Wreck,27.77516,-97.08365,Wreck
8669,Wreck,27.7771,-97.052,Wreck
8670,Wreck,27.81667,-97.15367,Wreck
8671,Wreck,27.81667,-97.15,Wreck
8672,Wreck,27.83001,-97.035,Wreck
8673,Wreck,27.84197,-97.02754,Wreck
8674,Wreck,27.75001,-97.02195,Wreck
8675,Wreck,28.61375,-96.56612,Wreck
8676,Wreck,28.50889,-96.39778,Wreck
8677,Wreck,28.5385,-96.35872,Wreck
8678,Wreck,28.52333,-96.31,Wreck
8679,Wreck,28.55383,-96.19695,Wreck
8680,Wreck,28.40962,-96.3036,Wreck
8681,Wreck,28.41523,-96.31683,Wreck
8682,Wreck,28.49783,-96.33167,Wreck
8683,Wreck,28.45003,-96.33351,Wreck
8684,Wreck,28.46583,-96.30733,Wreck
8685,Wreck,28.85037,-95.43354,Wreck
8686,Wreck,28.86713,-95.36697,Wreck
8687,Wreck,28.925,-95.29,Wreck
8688,Wreck,28.91692,-95.25021,Wreck
8689,Wreck,28.93139,-95.27917,Wreck
8690,Wreck,28.933,-95.27133,Wreck
8691,Wreck,28.93522,-95.23855,Wreck
8692,Wreck,29.47664,-94.85494,Wreck
8693,Wreck,29.36696,-94.66697,Wreck
8694,Wreck,29.35023,-94.68355,Wreck
8695,Wreck,29.35901,-94.70524,Wreck
8696,Wreck,29.41666,-94.8,Wreck
8697,Wreck,29.4149,-94.68026,Wreck
8698,Wreck,29.34834,-94.68522,Wreck
8699,Wreck,29.31682,-94.70026,Wreck
8700,Wreck,29.33336,-94.70001,Wreck
8701,Wreck,29.32856,-94.70525,Wreck
8702,Wreck,29.32446,-94.69446,Wreck
8703,Wreck,29.3253,-94.69494,Wreck
8704,Wreck,29.32177,-94.73599,Wreck
8705,Wreck,29.31069,-94.71366,Wreck
8706,Wreck,29.29352,-94.88023,Wreck
8707,Wreck,29.31667,-94.85733,Wreck
8708,Wreck,29.29384,-94.89308,Wreck
8709,Wreck,29.28168,-94.90665,Wreck
8710,Wreck,29.30084,-94.89137,Wreck
8711,Wreck,29.31014,-94.88524,Wreck
8712,Wreck,29.40166,-94.86167,Wreck
8713,Wreck,29.34477,-94.67831,Wreck
8714,Wreck,29.34847,-94.64354,Wreck
8715,Wreck,29.3383,-94.64975,Wreck
8716,Wreck,29.37187,-94.60359,Wreck
8717,Wreck,29.49829,-94.81827,Wreck
8718,Wreck,29.53413,-94.88009,Wreck
8719,Wreck,29.49656,-94.90004,Wreck
8720,Wreck,29.45479,-94.91479,Wreck
8721,Wreck,29.49184,-94.89505,Wreck
8722,Wreck,29.45025,-94.83524,Wreck
8723,Wreck,29.42694,-94.83868,Wreck
8724,Wreck,29.42263,-94.83446,Wreck
8725,Wreck,29.41947,-94.83861,Wreck
8726,Wreck,29.46984,-94.89335,Wreck
8727,Wreck,29.52967,-94.98357,Wreck
8728,Wreck,29.46847,-94.88128,Wreck
8729,Wreck,29.50133,-94.89506,Wreck
8730,Wreck,29.46685,-94.91685,Wreck
8731,Wreck,29.48165,-94.87496,Wreck
8732,Wreck,27.82863,-97.0345,Wreck
8733,Wreck,29.56736,-94.99047,Wreck
8734,Wreck,29.55313,-94.94443,Wreck
8735,Wreck,29.55491,-94.93133,Wreck
8736,Wreck,29.52498,-94.89329,Wreck
8737,Wreck,29.57469,-94.98857,Wreck
8738,Wreck,29.52498,-94.85161,Wreck
8739,Wreck,29.53329,-94.88329,Wreck
8740,Wreck,29.5335,-94.85891,Wreck
8741,Wreck,29.57163,-94.90607,Wreck
8742,Wreck,29.5847,-94.86884,Wreck
8743,Wreck,29.53349,-94.83346,Wreck
8744,Wreck,29.44996,-94.89995,Wreck
8745,Wreck,29.44997,-94.9033,Wreck
8746,Wreck,29.5501,-94.9168,Wreck
8747,Wreck,29.56212,-94.98129,Wreck
8748,Wreck,29.55619,-94.86095,Wreck
8749,Wreck,29.45012,-94.8918,Wreck
8750,Wreck,29.46165,-94.89001,Wreck
8751,Wreck,29.52512,-94.9035,Wreck
8752,Wreck,29.5302,-94.86348,Wreck
8753,Wreck,29.45002,-94.8168,Wreck
8754,Wreck,29.54691,-94.98346,Wreck
8755,Wreck,29.54616,-94.97517,Wreck
8756,Wreck,29.51239,-94.86587,Wreck
8757,Wreck,29.55829,-94.8994,Wreck
8758,Wreck,29.59353,-94.91401,Wreck
8759,Wreck,29.60029,-94.88338,Wreck
8760,Wreck,29.52331,-94.92469,Wreck
8761,Wreck,29.49412,-94.89802,Wreck
8762,Wreck,29.48715,-94.89317,Wreck
8763,Wreck,29.4948,-94.89349,Wreck
8764,Wreck,29.57333,-94.90667,Wreck
8765,Wreck,27.82914,-97.04031,Wreck
8766,Wreck,28.94875,-95.21517,Wreck
8767,Wreck,29.49834,-94.80837,Wreck
8768,Wreck,29.70063,-93.81339,Wreck
8769,Wreck,29.64831,-93.82125,Wreck
8770,Wreck,29.63347,-93.88373,Wreck
8771,Wreck,29.67075,-93.82658,Wreck
8772,Wreck,29.66122,-93.82497,Wreck
8773,Wreck,29.67166,-93.82798,Wreck
8774,Wreck,29.66597,-93.82703,Wreck
8775,Wreck,29.60088,-93.88365,Wreck
8776,Wreck,29.71689,-93.76683,Wreck
8777,Wreck,29.64858,-93.81853,Wreck
8778,Wreck,29.64575,-93.83197,Wreck
8779,Wreck,29.66827,-93.84027,Wreck
8780,Wreck,29.65559,-93.84118,Wreck
8781,Wreck,29.67995,-93.83014,Wreck
8782,Wreck,29.65077,-93.83529,Wreck
8783,Wreck,29.64684,-93.83676,Wreck
8784,Wreck,29.65139,-93.84465,Wreck
8785,Wreck,29.69191,-93.81696,Wreck
8786,Wreck,29.64658,-93.83461,Wreck
8787,Wreck,29.28333,-94.68326,Wreck
8788,Wreck,28.45633,-96.37133,Wreck
8789,Wreck,29.787,-93.91299,Wreck
8790,Wreck,29.63964,-93.85651,Wreck
8791,Wreck,29.78359,-93.92784,Wreck
8792,Wreck,29.67404,-93.95759,Wreck
8793,Wreck,29.78563,-93.9168,Wreck
8794,Wreck,29.77999,-93.90362,Wreck
8795,Wreck,29.7859,-93.91892,Wreck
8796,Wreck,29.64839,-93.84664,Wreck
8797,Wreck,29.78328,-93.91545,Wreck
8798,Wreck,29.6415,-93.81208,Wreck
8799,Wreck,29.67888,-93.82981,Wreck
8800,Wreck,29.63748,-93.93204,Wreck
8801,Wreck,29.69351,-93.81946,Wreck
8802,Wreck,29.68652,-93.82656,Wreck
8803,Wreck,29.96012,-93.849,Wreck
8804,Wreck,29.2752,-94.72489,Wreck
8805,Wreck,29.2835,-94.69992,Wreck
8806,Wreck,29.27497,-94.69329,Wreck
8807,Wreck,28.91469,-95.2775,Wreck
8808,Wreck,37.57108,-76.08748,Wreck
8809,Wreck,37.4057,-75.99196,Wreck
8810,Wreck,37.63884,-75.91635,Wreck
8811,Wreck,37.65132,-76.15967,Wreck
8812,Wreck,36.76601,-75.77132,Wreck
8813,Wreck,37.05714,-75.8993,Wreck
8814,Wreck,36.78919,-75.71496,Wreck
8815,Wreck,36.66972,-75.70575,Wreck
8816,Wreck,36.90399,-75.89138,Wreck
8817,Wreck,36.89748,-75.78098,Wreck
8818,Wreck,37.00842,-75.76285,Wreck
8819,Wreck,36.99614,-75.75607,Wreck
8820,Wreck,37.05535,-76.2213,Wreck
8821,Wreck,37.03371,-76.14742,Wreck
8822,Wreck,37.08423,-75.91948,Wreck
8823,Wreck,36.9812,-75.9935,Wreck
8824,Wreck,37.11323,-76.20448,Wreck
8825,Wreck,37.03833,-76.03366,Wreck
8826,Wreck,37.12169,-75.98687,Wreck
8827,Wreck,36.94613,-75.9192,Wreck
8828,Wreck,37.28371,-75.70052,Wreck
8829,Wreck,37.17003,-75.81949,Wreck
8830,Wreck,37.13351,-75.863,Wreck
8831,Wreck,37.31167,-76.18683,Wreck
8832,Wreck,37.32368,-76.19008,Wreck
8833,Wreck,37.14822,-76.1522,Wreck
8834,Wreck,37.29841,-76.19019,Wreck
8835,Wreck,37.80744,-76.02563,Wreck
8836,Wreck,37.78027,-76.11521,Wreck
8837,Wreck,37.79895,-76.0637,Wreck
8838,Wreck,37.99239,-76.17855,Wreck
8839,Wreck,37.74641,-75.91167,Wreck
8840,Wreck,37.71904,-76.17971,Wreck
8841,Wreck,37.96523,-75.93487,Wreck
8842,Wreck,37.84214,-76.16873,Wreck
8843,Wreck,37.86313,-76.15765,Wreck
8844,Wreck,37.88219,-76.13981,Wreck
8845,Wreck,37.88853,-76.15628,Wreck
8846,Wreck,37.89499,-76.17201,Wreck
8847,Wreck,37.94823,-76.19584,Wreck
8848,Wreck,37.81004,-76.03072,Wreck
8849,Wreck,37.75526,-76.18114,Wreck
8850,Wreck,37.71951,-76.07802,Wreck
8851,Wreck,37.93617,-75.96666,Wreck
8852,Wreck,37.86012,-76.16146,Wreck
8853,Wreck,37.9332,-75.93719,Wreck
8854,Wreck,37.89035,-76.13277,Wreck
8855,Wreck,37.71432,-76.19531,Wreck
8856,Wreck,37.84268,-76.06996,Wreck
8857,Wreck,37.77978,-76.18451,Wreck
8858,Wreck,37.92,-76.18672,Wreck
8859,Wreck,37.96236,-76.19475,Wreck
8860,Wreck,37.96367,-76.19847,Wreck
8861,Wreck,36.94976,-76.02264,Wreck
8862,Wreck,37.01326,-76.05264,Wreck
8863,Wreck,36.9826,-76.06585,Wreck
8864,Wreck,36.9889,-76.08877,Wreck
8865,Wreck,36.96078,-76.01057,Wreck
8866,Wreck,36.95965,-76.0213,Wreck
8867,Wreck,29.65433,-93.8245,Wreck
8868,Wreck,37.02576,-76.17158,Wreck
8869,Wreck,36.99468,-76.17603,Wreck
8870,Wreck,38.21236,-75.95658,Wreck
8871,Wreck,38.0515,-75.85273,Wreck
8872,Wreck,38.08905,-76.25014,Wreck
8873,Wreck,38.11554,-76.51034,Wreck
8874,Wreck,38.16,-76.29957,Wreck
8875,Wreck,38.13819,-76.57647,Wreck
8876,Wreck,38.18684,-76.29832,Wreck
8877,Wreck,41.02559,-73.11809,Wreck
8878,Wreck,38.13628,-76.55178,Wreck
8879,Wreck,38.09006,-76.22708,Wreck
8880,Wreck,38.08591,-76.24223,Wreck
8881,Wreck,38.10366,-76.22087,Wreck
8882,Wreck,38.25588,-76.32719,Wreck
8883,Wreck,38.21892,-76.24237,Wreck
8884,Wreck,38.19372,-76.30165,Wreck
8885,Wreck,38.2237,-76.25227,Wreck
8886,Wreck,41.04364,-73.07275,Wreck
8887,Wreck,38.16534,-76.22494,Wreck
8888,Wreck,37.32202,-76.1917,Wreck
8889,Wreck,37.32486,-76.19151,Wreck
8890,Wreck,41.03843,-73.27502,Wreck
8891,Wreck,37.43922,-76.18422,Wreck
8892,Wreck,29.65639,-93.82417,Wreck
8893,Wreck,37.272,-76.19197,Wreck
8894,Wreck,37.44458,-76.22476,Wreck
8895,Wreck,41.02304,-73.186,Wreck
8896,Wreck,36.946,-75.95839,Wreck
8897,Wreck,41.02972,-73.17156,Wreck
8898,Wreck,41.0091,-73.11469,Wreck
8899,Wreck,41.01167,-73.10146,Wreck
8900,Wreck,40.97505,-73.26062,Wreck
8901,Wreck,38.03834,-76.35503,Wreck
8902,Wreck,38.03071,-76.37317,Wreck
8903,Wreck,38.04128,-76.38982,Wreck
8904,Wreck,37.66511,-76.01479,Wreck
8905,Wreck,37.51106,-76.12123,Wreck
8906,Wreck,37.93879,-76.30801,Wreck
8907,Wreck,38.00516,-76.33278,Wreck
8908,Wreck,41.00965,-73.52381,Wreck
8909,Wreck,41.01799,-73.41447,Wreck
8910,Wreck,38.03058,-76.44951,Wreck
8911,Wreck,38.00329,-76.33294,Wreck
8912,Wreck,37.91453,-76.21261,Wreck
8913,Wreck,37.0411,-76.24058,Wreck
8914,Wreck,37.00435,-76.28046,Wreck
8915,Wreck,36.99917,-76.26491,Wreck
8916,Wreck,37.00008,-76.25015,Wreck
8917,Wreck,37.73381,-76.20092,Wreck
8918,Wreck,37.55562,-76.24303,Wreck
8919,Wreck,37.55122,-76.24581,Wreck
8920,Wreck,37.59545,-76.27557,Wreck
8921,Wreck,37.67454,-76.17261,Wreck
8922,Wreck,37.60792,-76.24895,Wreck
8923,Wreck,41.00167,-73.53333,Wreck
8924,Wreck,37.63827,-76.26807,Wreck
8925,Wreck,41.04016,-73.46665,Wreck
8926,Wreck,36.9964,-76.10104,Wreck
8927,Wreck,41.00734,-73.48256,Wreck
8928,Wreck,41.08398,-73.32404,Wreck
8929,Wreck,41.07253,-73.34191,Wreck
8930,Wreck,40.99724,-73.4282,Wreck
8931,Wreck,37.27106,-76.23968,Wreck
8932,Wreck,40.99939,-73.41972,Wreck
8933,Wreck,37.22503,-76.19119,Wreck
8934,Wreck,36.97264,-76.21674,Wreck
8935,Wreck,41.00153,-73.41118,Wreck
8936,Wreck,40.99673,-73.43349,Wreck
8937,Wreck,40.99112,-73.51656,Wreck
8938,Wreck,41.0034,-73.4416,Wreck
8939,Wreck,41.00129,-73.40649,Wreck
8940,Wreck,37.64198,-76.16373,Wreck
8941,Wreck,41.00498,-73.43286,Wreck
8942,Wreck,40.9941,-73.41886,Wreck
8943,Wreck,40.99483,-73.40814,Wreck
8944,Wreck,40.99779,-73.40692,Wreck
8945,Wreck,41.00128,-73.43564,Wreck
8946,Wreck,37.24319,-76.39803,Wreck
8947,Wreck,40.99659,-73.42106,Wreck
8948,Wreck,40.99125,-73.45493,Wreck
8949,Wreck,41.00168,-73.43958,Wreck
8950,Wreck,40.99792,-73.41411,Wreck
8951,Wreck,30.16112,-88.17119,Wreck
8952,Wreck,40.99669,-73.45403,Wreck
8953,Wreck,42.3917,-70.67303,Wreck
8954,Wreck,30.09537,-87.76843,Wreck
8955,Wreck,42.37933,-70.38033,Wreck
8956,Wreck,42.34034,-70.67924,Wreck
8957,Wreck,42.34937,-70.68414,Wreck
8958,Wreck,42.36298,-70.67302,Wreck
8959,Wreck,42.34451,-70.67811,Wreck
8960,Wreck,42.36021,-70.65902,Wreck
8961,Wreck,42.34948,-70.65916,Wreck
8962,Wreck,42.36422,-70.6631,Wreck
8963,Wreck,42.35726,-70.7035,Wreck
8964,Wreck,40.9995,-73.42764,Wreck
8965,Wreck,42.35321,-70.71601,Wreck
8966,Wreck,30.05849,-87.70689,Wreck
8967,Wreck,42.3737,-70.72224,Wreck
8968,Wreck,30.06544,-87.70858,Wreck
8969,Wreck,30.05863,-87.81227,Wreck
8970,Wreck,42.39347,-70.6544,Wreck
8971,Wreck,42.4083,-70.65088,Wreck
8972,Wreck,40.99059,-73.45268,Wreck
8973,Wreck,42.43331,-70.57851,Wreck
8974,Wreck,42.4342,-70.62554,Wreck
8975,Wreck,42.268,-70.51634,Wreck
8976,Wreck,42.38006,-70.38722,Wreck
8977,Wreck,40.99458,-73.41383,Wreck
8978,Wreck,40.93377,-73.1776,Wreck
8979,Wreck,42.3994,-70.61329,Wreck
8980,Wreck,42.38881,-70.59216,Wreck
8981,Wreck,42.39998,-70.59957,Wreck
8982,Wreck,42.41688,-70.57486,Wreck
8983,Wreck,42.42862,-70.55771,Wreck
8984,Wreck,42.46176,-70.57939,Wreck
8985,Wreck,42.45057,-70.53744,Wreck
8986,Wreck,41.02914,-73.17503,Wreck
8987,Wreck,42.50394,-70.65492,Wreck
8988,Wreck,40.92346,-71.70979,Wreck
8989,Wreck,42.40444,-70.45333,Wreck
8990,Wreck,40.91705,-71.957,Wreck
8991,Wreck,38.87498,-74.41614,Wreck
8992,Wreck,38.46688,-74.98021,Wreck
8993,Wreck,39.00328,-75.12505,Wreck
8994,Wreck,38.52407,-74.79116,Wreck
8995,Wreck,38.51529,-74.52595,Wreck
8996,Wreck,38.60194,-74.47461,Wreck
8997,Wreck,38.45788,-74.93919,Wreck
8998,Wreck,39.00249,-75.20496,Wreck
8999,Wreck,39.02364,-75.13424,Wreck
9000,Wreck,38.74371,-74.61083,Wreck
9001,Wreck,38.63197,-74.84567,Wreck
9002,Wreck,38.75257,-74.90654,Wreck
9003,Wreck,40.99081,-73.44282,Wreck
9004,Wreck,40.99335,-73.23632,Wreck
9005,Wreck,38.88566,-74.78863,Wreck
9006,Wreck,38.63804,-74.39931,Wreck
9007,Wreck,38.90885,-74.75772,Wreck
9008,Wreck,38.77512,-74.55889,Wreck
9009,Wreck,38.90324,-74.81481,Wreck
9010,Wreck,38.50883,-74.84235,Wreck
9011,Wreck,38.94179,-74.69781,Wreck
9012,Wreck,38.64583,-74.79981,Wreck
9013,Wreck,38.99219,-74.70969,Wreck
9014,Wreck,38.84598,-74.83504,Wreck
9015,Wreck,40.99112,-73.43739,Wreck
9016,Wreck,40.92946,-73.21799,Wreck
9017,Wreck,38.89627,-74.66612,Wreck
9018,Wreck,38.59818,-74.65791,Wreck
9019,Wreck,38.45682,-74.78523,Wreck
9020,Wreck,38.99424,-74.54325,Wreck
9021,Wreck,38.48058,-74.52945,Wreck
9022,Wreck,38.67595,-74.45239,Wreck
9023,Wreck,38.92732,-74.75933,Wreck
9024,Wreck,38.58259,-74.7458,Wreck
9025,Wreck,39.02351,-75.04461,Wreck
9026,Wreck,38.53347,-74.55972,Wreck
9027,Wreck,39.02029,-74.65412,Wreck
9028,Wreck,38.94953,-75.17535,Wreck
9029,Wreck,38.48445,-74.54389,Wreck
9030,Wreck,38.46319,-75.01384,Wreck
9031,Wreck,38.458,-74.93417,Wreck
9032,Wreck,38.99583,-75.1195,Wreck
9033,Wreck,38.46151,-74.82024,Wreck
9034,Wreck,38.74716,-74.59803,Wreck
9035,Wreck,40.99155,-73.41808,Wreck
9036,Wreck,38.74641,-74.95903,Wreck
9037,Wreck,38.94679,-75.20965,Wreck
9038,Wreck,39.01099,-75.12708,Wreck
9039,Wreck,38.5176,-74.52627,Wreck
9040,Wreck,38.88997,-75.09271,Wreck
9041,Wreck,38.50246,-74.72965,Wreck
9042,Wreck,38.77325,-74.9778,Wreck
9043,Wreck,38.76446,-74.75309,Wreck
9044,Wreck,41.0076,-73.10611,Wreck
9045,Wreck,38.77058,-74.7406,Wreck
9046,Wreck,38.88264,-74.79056,Wreck
9047,Wreck,38.67113,-74.4774,Wreck
9048,Wreck,38.86694,-74.38698,Wreck
9049,Wreck,38.94383,-74.6951,Wreck
9050,Wreck,38.80181,-74.59703,Wreck
9051,Wreck,38.50643,-74.52512,Wreck
9052,Wreck,38.60204,-74.67974,Wreck
9053,Wreck,41.03183,-73.466,Wreck
9054,Wreck,40.96949,-73.2813,Wreck
9055,Wreck,38.58743,-74.82755,Wreck
9056,Wreck,39.1133,-75.06132,Wreck
9057,Wreck,39.03929,-75.21984,Wreck
9058,Wreck,39.21482,-75.25473,Wreck
9059,Wreck,39.21602,-75.29518,Wreck
9060,Wreck,41.02826,-73.46237,Wreck
9061,Wreck,41.00134,-73.25053,Wreck
9062,Wreck,39.09566,-75.22529,Wreck
9063,Wreck,39.04246,-75.10933,Wreck
9064,Wreck,39.21075,-75.25402,Wreck
9065,Wreck,39.20138,-75.32663,Wreck
9066,Wreck,41.03019,-73.41026,Wreck
9067,Wreck,39.08102,-75.21837,Wreck
9068,Wreck,39.26506,-75.34739,Wreck
9069,Wreck,39.23315,-75.24409,Wreck
9070,Wreck,39.09469,-75.22741,Wreck
9071,Wreck,39.14115,-75.26022,Wreck
9072,Wreck,41.03621,-73.36425,Wreck
9073,Wreck,27.94378,-83.02529,Wreck
9074,Wreck,28.11657,-83.00012,Wreck
9075,Wreck,28.45776,-83.00597,Wreck
9076,Wreck,28.46524,-82.88089,Wreck
9077,Wreck,28.445,-82.88167,Wreck
9078,Wreck,28.78363,-83.04969,Wreck
9079,Wreck,41.02256,-73.45342,Wreck
9080,Wreck,28.63672,-83.00868,Wreck
9081,Wreck,28.73677,-82.92154,Wreck
9082,Wreck,28.23833,-83.17889,Wreck
9083,Wreck,28.36678,-82.88304,Wreck
9084,Wreck,28.69194,-82.99988,Wreck
9085,Wreck,28.71535,-83.00649,Wreck
9086,Wreck,28.78647,-83.01656,Wreck
9087,Wreck,41.06085,-73.31602,Wreck
9088,Wreck,28.92357,-82.92822,Wreck
9089,Wreck,29.00023,-83.39989,Wreck
9090,Wreck,28.96147,-83.08988,Wreck
9091,Wreck,41.10052,-73.2373,Wreck
9092,Wreck,41.05706,-73.16739,Wreck
9093,Wreck,29.82161,-83.76347,Wreck
9094,Wreck,27.47683,-82.76358,Wreck
9095,Wreck,27.15377,-82.88617,Wreck
9096,Wreck,41.07905,-73.30709,Wreck
9097,Wreck,37.95806,-75.00632,Wreck
9098,Wreck,37.53211,-75.23195,Wreck
9099,Wreck,38.25044,-74.8675,Wreck
9100,Wreck,26.90378,-82.70022,Wreck
9101,Wreck,24.98538,-80.25853,Wreck
9102,Wreck,38.58204,-74.74699,Wreck
9103,Wreck,25.98007,-79.16487,Wreck
9104,Wreck,25.6507,-79.29547,Wreck
9105,Wreck,36.86122,-75.60517,Wreck
9106,Wreck,38.3988,-74.67658,Wreck
9107,Wreck,36.5971,-75.70571,Wreck
9108,Wreck,25.79896,-79.11899,Wreck
9109,Wreck,37.78825,-74.69353,Wreck
9110,Wreck,41.10642,-73.22981,Wreck
9111,Wreck,41.00193,-73.37274,Wreck
9112,Wreck,38.15311,-74.96839,Wreck
9113,Wreck,26.23,-79.084,Wreck
9114,Wreck,25.97666,-79.08767,Wreck
9115,Wreck,25.90161,-79.23948,Wreck
9116,Wreck,35.5148,-75.01718,Wreck
9117,Wreck,26.14891,-79.86622,Wreck
9118,Wreck,26.03299,-79.93215,Wreck
9119,Wreck,38.53981,-74.69888,Wreck
9120,Wreck,35.82096,-74.90219,Wreck
9121,Wreck,25.86535,-79.33342,Wreck
9122,Wreck,25.76775,-79.24021,Wreck
9123,Wreck,26.06548,-79.7496,Wreck
9124,Wreck,38.77343,-74.73952,Wreck
9125,Wreck,36.49979,-74.7849,Wreck
9126,Wreck,25.75349,-79.84252,Wreck
9127,Wreck,38.48358,-74.54327,Wreck
9128,Wreck,41.12336,-73.09841,Wreck
9129,Wreck,36.85776,-75.59603,Wreck
9130,Wreck,24.61653,-80.85012,Wreck
9131,Wreck,38.68077,-74.45144,Wreck
9132,Wreck,24.66682,-80.86635,Wreck
9133,Wreck,39.00129,-74.16618,Wreck
9134,Wreck,24.79167,-80.56,Wreck
9135,Wreck,38.28385,-74.13517,Wreck
9136,Wreck,37.00852,-75.6499,Wreck
9137,Wreck,24.71166,-80.70833,Wreck
9138,Wreck,38.59522,-73.69106,Wreck
9139,Wreck,37.16738,-75.03603,Wreck
9140,Wreck,24.5751,-81.10487,Wreck
9141,Wreck,37.25575,-75.51143,Wreck
9142,Wreck,37.91233,-75.02366,Wreck
9143,Wreck,26.10278,-80.02083,Wreck
9144,Wreck,41.07907,-73.11235,Wreck
9145,Wreck,37.43627,-74.68322,Wreck
9146,Wreck,26.06487,-80.0549,Wreck
9147,Wreck,37.53915,-75.41138,Wreck
9148,Wreck,26.81353,-79.95004,Wreck
9149,Wreck,37.5008,-74.86649,Wreck
9150,Wreck,26.78222,-79.94906,Wreck
9151,Wreck,37.68279,-74.88626,Wreck
9152,Wreck,26.68271,-79.93179,Wreck
9153,Wreck,38.35066,-74.66715,Wreck
9154,Wreck,26.64079,-79.97845,Wreck
9155,Wreck,36.20096,-75.65222,Wreck
9156,Wreck,26.58175,-79.96586,Wreck
9157,Wreck,37.88132,-74.77345,Wreck
9158,Wreck,26.51665,-79.98394,Wreck
9159,Wreck,38.14056,-74.96181,Wreck
9160,Wreck,25.85,-80.05,Wreck
9161,Wreck,38.3651,-74.77027,Wreck
9162,Wreck,25.90496,-79.93743,Wreck
9163,Wreck,41.07764,-73.09813,Wreck
9164,Wreck,25.6257,-80.04967,Wreck
9165,Wreck,35.6663,-75.28306,Wreck
9166,Wreck,25.7838,-80.04915,Wreck
9167,Wreck,26.54759,-82.28947,Wreck
9168,Wreck,38.63254,-74.84385,Wreck
9169,Wreck,35.89314,-75.43391,Wreck
9170,Wreck,36.06472,-75.22677,Wreck
9171,Wreck,26.41167,-82.33,Wreck
9172,Wreck,38.76664,-74.75128,Wreck
9173,Wreck,36.25953,-74.85133,Wreck
9174,Wreck,26.58,-82.33198,Wreck
9175,Wreck,26.63496,-82.29541,Wreck
9176,Wreck,38.67248,-74.47963,Wreck
9177,Wreck,36.81629,-75.39809,Wreck
9178,Wreck,26.88153,-82.11758,Wreck
9179,Wreck,36.85775,-75.19007,Wreck
9180,Wreck,38.0678,-74.1009,Wreck
9181,Wreck,37.00123,-75.57551,Wreck
9182,Wreck,38.5524,-73.83179,Wreck
9183,Wreck,37.05961,-74.92113,Wreck
9184,Wreck,36.91667,-74.71333,Wreck
9185,Wreck,37.91873,-75.05844,Wreck
9186,Wreck,41.01086,-73.4232,Wreck
9187,Wreck,37.38505,-74.63406,Wreck
9188,Wreck,37.29119,-74.50931,Wreck
9189,Wreck,37.80198,-75.24658,Wreck
9190,Wreck,38.08358,-74.89978,Wreck
9191,Wreck,37.55069,-74.60038,Wreck
9192,Wreck,38.29355,-74.75653,Wreck
9193,Wreck,38.38413,-74.64972,Wreck
9194,Wreck,38.22285,-74.7639,Wreck
9195,Wreck,38.45866,-74.78567,Wreck
9196,Wreck,41.07593,-73.22399,Wreck
9197,Wreck,35.56126,-75.33366,Wreck
9198,Wreck,26.08972,-81.84444,Wreck
9199,Wreck,38.53441,-74.56056,Wreck
9200,Wreck,36.14976,-75.24228,Wreck
9201,Wreck,25.67544,-81.46327,Wreck
9202,Wreck,38.64633,-74.79772,Wreck
9203,Wreck,36.08389,-74.71623,Wreck
9204,Wreck,25.8084,-81.85191,Wreck
9205,Wreck,25.75272,-81.59408,Wreck
9206,Wreck,38.63788,-74.40082,Wreck
9207,Wreck,41.04251,-73.13059,Wreck
9208,Wreck,36.86445,-75.50873,Wreck
