name,type,category,region,latitude,longitude
Bill Perry Reef - Tugboat,Reef,Reefs,Maine to Georgia,33.42753,-78.55488
Bill VAN Schoick Reef,Reef,Reefs,Maine to Georgia,39.76165,-74.01998
Billy Murrell Reef,Reef,Reefs,Maine to Georgia,34.24612,-77.71500
Billy Sidney Reef,Reef,Reefs,Maine to Georgia,40.02317,-73.98981
Billy Smith Reef,Reef,Reefs,Maine to Georgia,34.83445,-76.28362
BL Reef,Reef,Reefs,Maine to Georgia,31.64118,-81.07915
BL Reef,Reef,Reefs,Maine to Georgia,31.64120,-81.08047
BL Reef,Reef,Reefs,Maine to Georgia,31.64172,-81.07887
BL Reef,Reef,Reefs,Maine to Georgia,31.64202,-81.07987
Black Rock Harbor NO 2 A,Reef,Reefs,Maine to Georgia,41.13668,-73.21818
Black Rock Harnor,Reef,Reefs,Maine to Georgia,41.13500,-73.21433
Blackfish Bank Reef,Reef,Reefs,Maine to Georgia,37.83750,-75.24517
Blackfish Bank Reef,Reef,Reefs,Maine to Georgia,37.84028,-75.25306
Blackfish Bank Reef - Military vehicles,Military vehicles,Reefs,Maine to Georgia,37.83602,-75.25304
Blackfish Bank Reef - Military vehicles,Military vehicles,Reefs,Maine to Georgia,37.83536,-75.25339
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84210,-75.24891
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84186,-75.25097
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84183,-75.24874
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84178,-75.24639
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84170,-75.24466
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84162,-75.24845
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84152,-75.24632
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84147,-75.24483
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84146,-75.24685
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84128,-75.24583
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84123,-75.25004
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84120,-75.25114
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84115,-75.24755
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84096,-75.24672
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84094,-75.24596
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84089,-75.24815
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84086,-75.25051
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84086,-75.24954
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84039,-75.24587
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84031,-75.24851
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84026,-75.25051
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84009,-75.25098
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84007,-75.24844
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.84007,-75.24577
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83985,-75.24656
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83981,-75.24577
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83980,-75.25074
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83980,-75.24868
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83954,-75.25250
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83954,-75.25031
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83947,-75.24785
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83937,-75.24935
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83928,-75.25011
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83920,-75.24798
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83918,-75.24888
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83915,-75.24726
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83901,-75.25031
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83875,-75.25018
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83874,-75.25154
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83867,-75.24620
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83855,-75.25003
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83843,-75.24951
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83843,-75.24615
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83836,-75.25071
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83835,-75.25167
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83833,-75.24895
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83819,-75.24632
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83809,-75.25247
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83797,-75.24615
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83790,-75.24842
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83781,-75.25171
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83780,-75.24645
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83770,-75.24463
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83764,-75.24988
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83762,-75.24542
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83756,-75.24632
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83730,-75.25018
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83712,-75.24719
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83701,-75.24519
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83680,-75.24579
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83675,-75.24772
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83669,-75.24699
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83661,-75.25190
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83646,-75.24835
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83638,-75.24577
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83619,-75.24859
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83616,-75.24668
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83614,-75.24620
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83606,-75.25213
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83595,-75.24849
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83572,-75.24844
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83543,-75.24738
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83539,-75.25240
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83538,-75.24742
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83529,-75.24791
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83515,-75.24748
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83508,-75.24801
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83487,-75.25264
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83476,-75.25060
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83464,-75.24798
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83464,-75.25117
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83433,-75.24855
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83427,-75.25164
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83408,-75.25270
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83408,-75.25343
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83385,-75.24842
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83379,-75.25257
Blackfish Bank Reef - Subway cars,Subway cars,Reefs,Maine to Georgia,37.83372,-75.24796
Blackwood Reef,Reef,Reefs,Maine to Georgia,38.94633,-74.68832
Bluefish Rock Reef,Reef,Reefs,Maine to Georgia,37.05117,-76.18733
Bluefish Rock Reef - Pipe,Pipe,Reefs,Maine to Georgia,37.05537,-76.18352
Bluefish Rock Reef - Pipe,Pipe,Reefs,Maine to Georgia,37.05509,-76.18274
Bluefish Rock Reef - Pipe,Pipe,Reefs,Maine to Georgia,37.05349,-76.19043
Bluefish Rock Reef - Pipe,Pipe,Reefs,Maine to Georgia,37.05306,-76.18725
Bluefish Rock Reef - Pipe,Pipe,Reefs,Maine to Georgia,37.05195,-76.18821
Bluefish Rock Reef - Pipe,Pipe,Reefs,Maine to Georgia,37.05158,-76.18860
Bluefish Rock Reef - Pipe,Pipe,Reefs,Maine to Georgia,37.05138,-76.18707
Bluefish Rock Reef - Pipe,Pipe,Reefs,Maine to Georgia,37.05124,-76.18622
Bluefish Rock Reef - Pipe,Pipe,Reefs,Maine to Georgia,37.05096,-76.18690
BOB Koch Reef,Reef,Reefs,Maine to Georgia,40.06033,-73.99316
Bolger Reef,Reef,Reefs,Maine to Georgia,40.02583,-73.99981
BP-25 Reef - 160' Ship,Reef,Reefs,Maine to Georgia,33.35333,-78.42000
Brenton Reef Tower,Reef,Reefs,Maine to Georgia,41.29665,-71.85948
Bridge Rubble Reef,Reef,Reefs,Maine to Georgia,40.13708,-73.93237
Browns Reef,Reef,Reefs,Maine to Georgia,41.22743,-72.76553
Browns Reef,Reef,Reefs,Maine to Georgia,41.23227,-72.77188
Bruce Alan Ballinger Reef,Reef,Reefs,Maine to Georgia,39.23659,-74.35516
Brunswick County Fishing Club Reef,Reef,Reefs,Maine to Georgia,33.83000,-78.21805
Budd Reef,Reef,Reefs,Maine to Georgia,41.02866,-73.43386
Budweiser Reef,Reef,Reefs,Maine to Georgia,40.04657,-73.98915
Burlington County Reefbal,Reef,Reefs,Maine to Georgia,39.74750,-74.02601
Butch Karpowicz Reef,Reef,Reefs,Maine to Georgia,40.03333,-74.00164
C J Davidson Jr Reef,Reef,Reefs,Maine to Georgia,33.09955,-79.01257
C J Davidson Jr Reef - Barge,Reef,Reefs,Maine to Georgia,33.09885,-79.01252
C J Davidson Jr Reef - Concrete Reef Balls,Reef,Reefs,Maine to Georgia,33.10010,-79.01342
C J Davidson Jr Reef - Steel & Tire Units,Reef,Reefs,Maine to Georgia,33.09867,-79.01220
C J Davidson Jr Reef - Steel & Tire Units,Reef,Reefs,Maine to Georgia,33.09918,-79.01253
Cabbage Patch Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.17349,-76.04729
Cabbage Patch Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.17214,-76.04729
Cabbage Patch Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.17022,-76.04905
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17563,-76.05673
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17553,-76.05645
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17241,-76.05010
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17239,-76.04939
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17239,-76.04869
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17188,-76.04867
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17188,-76.05010
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17188,-76.04936
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17132,-76.04942
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17131,-76.05010
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17131,-76.04872
Cabbage Patch Reef - Dbl. T Sections,Dbl. T Sections,Reefs,Maine to Georgia,37.17065,-76.05011
Cabbage Patch Reef - Reef Balls,Reef Balls,Reefs,Maine to Georgia,37.17570,-76.05645
Cabbage Patch Reef - Reef Balls,Reef Balls,Reefs,Maine to Georgia,37.17077,-76.05012
Cable And Anchor Reef,Reef,Reefs,Maine to Georgia,41.01228,-73.41982
Cape Fear Ledge,Reef,Reefs,Maine to Georgia,33.83600,-78.07433
Cape May Reef,Reef,Reefs,Maine to Georgia,38.84133,-74.70750
Cape May Reef,Reef,Reefs,Maine to Georgia,38.84467,-74.69817
Cape May Reef,Reef,Reefs,Maine to Georgia,38.85150,-74.69033
Cape May Reef,Reef,Reefs,Maine to Georgia,38.87300,-74.66817
Cape May Reef,Reef,Reefs,Maine to Georgia,38.87750,-74.67433
Cape May Reef,Reef,Reefs,Maine to Georgia,38.88017,-74.66233
Cape May Reef,Reef,Reefs,Maine to Georgia,38.88250,-74.67067
Cape May Reef,Reef,Reefs,Maine to Georgia,38.88350,-74.66483
Cape Romain Reef,Reef,Reefs,Maine to Georgia,32.99763,-79.03887
Cape Romain Reef - Barge,Reef,Reefs,Maine to Georgia,32.99695,-79.03853
Capers Reef (R-8),Reef,Reefs,Maine to Georgia,32.74983,-79.57528
Capers Reef (R-8) - 120' Deck Barge,Reef,Reefs,Maine to Georgia,32.75145,-79.57477
Capers Reef (R-8) - 150' Deck Barge,Reef,Reefs,Maine to Georgia,32.74942,-79.57473
Capers Reef (R-8) - 56' Landing Craft,Reef,Reefs,Maine to Georgia,32.74212,-79.57568
Capers Reef (R-8) - 56' Landing Craft,Reef,Reefs,Maine to Georgia,32.74213,-79.57598
Capers Reef (R-8) - 90' Tug,Reef,Reefs,Maine to Georgia,32.74232,-79.57242
Capers Reef (R-8) - Caisson,Reef,Reefs,Maine to Georgia,32.74037,-79.57575
Capers Reef (R-8) - Concrete Reef Balls,Reef,Reefs,Maine to Georgia,32.73967,-79.57560
Capers Reef (R-8) - Concrete Reef Balls,Reef,Reefs,Maine to Georgia,32.73968,-79.57557
Capers Reef (R-8) - Pipes And Cubes,Reef,Reefs,Maine to Georgia,32.74892,-79.57595
Capers Reef (R-8) - Unknown Barge,Reef,Reefs,Maine to Georgia,32.74008,-79.57512
Capers Reef CG,Reef,Reefs,Maine to Georgia,32.75215,-79.57460
Captain Earls Hump,Reef,Reefs,Maine to Georgia,34.87387,-75.98628
Captain ED Schmidiger Reef,Reef,Reefs,Maine to Georgia,40.03053,-73.99460
Captain KEN Keller Reef,Reef,Reefs,Maine to Georgia,40.00408,-73.99290
Cat Reef,Reef,Reefs,Maine to Georgia,31.65453,-80.96258
Cat Reef,Reef,Reefs,Maine to Georgia,31.65708,-80.94672
Cat Reef,Reef,Reefs,Maine to Georgia,31.65817,-80.96783
Cat Reef,Reef,Reefs,Maine to Georgia,31.66118,-80.96772
Cat Reef,Reef,Reefs,Maine to Georgia,31.66167,-80.94880
Cat Reef,Reef,Reefs,Maine to Georgia,31.66515,-80.95093
Cat Reef,Reef,Reefs,Maine to Georgia,31.66585,-80.97208
Cat Reef,Reef,Reefs,Maine to Georgia,31.66800,-80.97592
CCA Reef,Reef,Reefs,Maine to Georgia,31.69977,-80.69883
CCA Reef,Reef,Reefs,Maine to Georgia,31.70065,-80.68735
CCA Reef,Reef,Reefs,Maine to Georgia,31.70640,-80.68778
CCA Reef,Reef,Reefs,Maine to Georgia,31.70848,-80.68517
CCA Reef,Reef,Reefs,Maine to Georgia,31.71015,-80.68782
CCA Reef,Reef,Reefs,Maine to Georgia,31.71187,-80.68482
CCA Reef,Reef,Reefs,Maine to Georgia,31.71377,-80.68743
CCA Reef,Reef,Reefs,Maine to Georgia,31.71627,-80.68520
CCA Reef,Reef,Reefs,Maine to Georgia,31.71967,-80.68610
CCA Reef,Reef,Reefs,Maine to Georgia,31.72000,-80.66950
CCA Reef,Reef,Reefs,Maine to Georgia,31.72168,-80.67642
CCA Reef,Reef,Reefs,Maine to Georgia,31.72508,-80.68573
CCA-Mcclellanville Reef,Reef,Reefs,Maine to Georgia,32.86345,-79.37473
Cedar Hole,Reef,Reefs,Maine to Georgia,40.97005,-73.03865
Cedar Island Ledge,Reef,Reefs,Maine to Georgia,42.97530,-70.59957
Cederhurst Reef,Reef,Reefs,Maine to Georgia,38.74642,-76.48692
Charity Ledges,Reef,Reefs,Maine to Georgia,43.71272,-69.98985
Charles B Durborow Reef,Reef,Reefs,Maine to Georgia,39.75963,-74.02856
Charles Reef,Reef,Reefs,Maine to Georgia,41.24343,-72.61957
Charleston Nearshore Reef,Reef,Reefs,Maine to Georgia,32.71042,-79.76102
Charleston Nearshore Reef - 105' Barge,Reef,Reefs,Maine to Georgia,32.70952,-79.76013
Charleston Nearshore Reef - Ballast Cans,Reef,Reefs,Maine to Georgia,32.71062,-79.75960
Charleston Nearshore Reef - Barge,Reef,Reefs,Maine to Georgia,32.70945,-79.76005
Charleston Nearshore Reef - Barge,Reef,Reefs,Maine to Georgia,32.71050,-79.76225
Charleston Nearshore Reef - Barge,Reef,Reefs,Maine to Georgia,32.71092,-79.76043
Charleston Nearshore Reef - Concrete,Reef,Reefs,Maine to Georgia,32.70893,-79.76017
Charleston Nearshore Reef - Missile Motor Cradles,Reef,Reefs,Maine to Georgia,32.70983,-79.76167
Charleston Sixty Reef,Reef,Reefs,Maine to Georgia,32.55245,-79.67082
Charleston Sixty Reef - 240' Barge,Reef,Reefs,Maine to Georgia,32.55590,-79.67165
Charleston Sixty Reef - Army Apcs,Reef,Reefs,Maine to Georgia,32.55238,-79.66810
Charleston Sixty Reef - Army Apcs,Reef,Reefs,Maine to Georgia,32.55275,-79.66758
Charleston Sixty Reef - Ballast Cans,Reef,Reefs,Maine to Georgia,32.55250,-79.67125
Charleston Sixty Reef - Concrete Reef Balls,Reef,Reefs,Maine to Georgia,32.55418,-79.67418
Charleston Sixty Reef - Missile Sleeve,Reef,Reefs,Maine to Georgia,32.55528,-79.67332
Charleston Sixty Reef - Missiles/Equip Sects,Reef,Reefs,Maine to Georgia,32.55132,-79.67055
Charleston Sixty Reef - Steel Pup Tents,Reef,Reefs,Maine to Georgia,32.55167,-79.67358
Charleston Sixty Reef - Steel Pup Tents,Reef,Reefs,Maine to Georgia,32.55195,-79.67338
Charleston Sixty Reef - Steel Pup Tents,Reef,Reefs,Maine to Georgia,32.55247,-79.67327
Cherrystone Reef,Reef,Reefs,Maine to Georgia,37.31750,-76.04611
Cherrystone Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.31858,-76.04196
Cherrystone Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.31835,-76.04326
Cherrystone Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.31726,-76.04125
Cherrystone Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.31723,-76.04312
Cherrystone Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.31664,-76.04169
Cherrystone Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.31615,-76.04296
Cherrystone Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.31582,-76.04093
Cherrystone Reef - Concrete Slabs,Concrete Slabs,Reefs,Maine to Georgia,37.31528,-76.04290
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.32078,-76.04682
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.32060,-76.04575
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.32010,-76.04577
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.31977,-76.04673
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.31961,-76.04577
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.31952,-76.04758
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.31912,-76.04572
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.31863,-76.04575
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.31842,-76.04800
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.31816,-76.04575
Cherrystone Reef - Tetrahedrons,Tetrahedrons,Reefs,Maine to Georgia,37.31809,-76.04665
Chesapeake Light Tower Reef,Reef,Reefs,Maine to Georgia,36.89790,-75.71212
Chesapeake Light Tower Reef,Reef,Reefs,Maine to Georgia,36.89857,-75.71263
Chesapeake Light Tower Reef,Reef,Reefs,Maine to Georgia,36.89898,-75.71167
Chimney Corner Reef,Reef,Reefs,Maine to Georgia,41.23932,-72.70535
Choctaw LBI Scuba Reef,Reef,Reefs,Maine to Georgia,39.63156,-74.02139
Clifton Moss Reef,Reef,Reefs,Maine to Georgia,34.65805,-76.80750
Coast Guard Barge (Parramore Reef),Reef,Reefs,Maine to Georgia,37.54057,-75.42958
Comanche Reef - 165' CG Cutter,Reef,Reefs,Maine to Georgia,32.45658,-79.31788
Concrete Reef,Reef,Reefs,Maine to Georgia,38.41925,-76.38600
Coral Reef,Reef,Reefs,Maine to Georgia,37.25170,-76.08257
Crane Reef,Reef,Reefs,Maine to Georgia,41.25115,-72.42283
Crisfield Reef,Reef,Reefs,Maine to Georgia,37.92647,-75.94310
Dale Mcdowell Reef,Reef,Reefs,Maine to Georgia,33.74638,-78.23500
Dale Ward Reef,Reef,Reefs,Maine to Georgia,33.78388,-78.29805
David Atwater Reef,Reef,Reefs,Maine to Georgia,37.95387,-75.10538
Dead Tree Hole Area,Reef,Reefs,Maine to Georgia,34.64580,-76.59265
Debra Herrick Reef,Reef,Reefs,Maine to Georgia,39.48099,-74.16915
Deepwater Reef,Reef,Reefs,Maine to Georgia,38.97183,-74.18217
Delaware,Reef,Reefs,Maine to Georgia,39.23453,-73.45613
Delaware Canyon,Reef,Reefs,Maine to Georgia,38.34999,-73.51667
Delaware Wreck,Reef,Reefs,Maine to Georgia,40.06050,-74.00150
Delmarva Triple Wrecks,Reef,Reefs,Maine to Georgia,38.51867,-74.50583
Delmarva Twin Wrecks Approx,Reef,Reefs,Maine to Georgia,38.21433,-74.76150
Dive Council Reef,Reef,Reefs,Maine to Georgia,40.00383,-74.00198
Dominion Reef,Reef,Reefs,Maine to Georgia,38.55916,-76.41564
Doug Mellichamp Jr Reef,Reef,Reefs,Maine to Georgia,32.45165,-79.32323
Doug Mellichamp Jr Reef,Reef,Reefs,Maine to Georgia,32.45168,-79.32168
DR James Bonner Reef,Reef,Reefs,Maine to Georgia,39.10999,-74.61498
Dredge Wreck Reef,Reef,Reefs,Maine to Georgia,33.97445,-77.68972
DRH Reef,Reef,Reefs,Maine to Georgia,31.27235,-80.95023
DRH Reef,Reef,Reefs,Maine to Georgia,31.27283,-80.95097
DRH Reef,Reef,Reefs,Maine to Georgia,31.28298,-80.96672
DRH Reef,Reef,Reefs,Maine to Georgia,31.28595,-80.96730
DRH Reef,Reef,Reefs,Maine to Georgia,31.28720,-80.97942
DRH Reef,Reef,Reefs,Maine to Georgia,31.29037,-80.96738
DRH Reef,Reef,Reefs,Maine to Georgia,31.29145,-80.96668
DRH Reef,Reef,Reefs,Maine to Georgia,31.29203,-80.97888
DRH Reef,Reef,Reefs,Maine to Georgia,31.29703,-80.96748
DRH Reef,Reef,Reefs,Maine to Georgia,31.29827,-80.98148
Drunkard Ledge,Reef,Reefs,Maine to Georgia,44.09578,-68.94508
Drunkard Ledge NOL,Reef,Reefs,Maine to Georgia,44.07740,-68.54122
Dual Barges Wreck,Reef,Reefs,Maine to Georgia,39.37073,-74.10375
Dual Barges Wreck,Reef,Reefs,Maine to Georgia,39.37345,-74.10624
DVD Feyti Reef,Reef,Reefs,Maine to Georgia,40.01999,-73.98664
Dywer Walton Reef,Reef,Reefs,Maine to Georgia,40.02299,-73.99965
Eagle's Nest Reef,Reef,Reefs,Maine to Georgia,32.01933,-80.50500
Eagle's Nest Reef,Reef,Reefs,Maine to Georgia,32.02092,-80.50492
Eagle's Nest Reef,Reef,Reefs,Maine to Georgia,32.02097,-80.50407
Eagle's Nest Reef,Reef,Reefs,Maine to Georgia,32.02122,-80.50548
Eagle's Nest Reef,Reef,Reefs,Maine to Georgia,32.02265,-80.50682
Eagle's Nest Reef,Reef,Reefs,Maine to Georgia,32.02373,-80.50800
Eagle's Nest Reef,Reef,Reefs,Maine to Georgia,32.02420,-80.50875
Eagle's Nest Reef,Reef,Reefs,Maine to Georgia,32.02432,-80.50788
Eagle's Nest Reef - Landing Craft,Reef,Reefs,Maine to Georgia,32.01957,-80.50823
Eagle's Nest Reef - Landing Craft,Reef,Reefs,Maine to Georgia,32.02373,-80.50963
Eagle's Nest Reef - Tanks And/Or Apcs,Reef,Reefs,Maine to Georgia,32.01788,-80.50288
Eagle's Nest Reef - Tanks And/Or Apcs,Reef,Reefs,Maine to Georgia,32.01817,-80.50287
Eagle's Nest Reef - Tanks And/Or Apcs,Reef,Reefs,Maine to Georgia,32.02083,-80.50250
Eagle's Nest Reef - TIC Units,Reef,Reefs,Maine to Georgia,32.01880,-80.50457
Eagle's Nest Reef - Tugboat,Reef,Reefs,Maine to Georgia,32.02163,-80.50702
Earls Family Reef,Reef,Reefs,Maine to Georgia,40.10416,-73.95249
East Ocean View Reef,Reef,Reefs,Maine to Georgia,36.95000,-76.20417
East Ocean View Reef - Igloos,Igloos,Reefs,Maine to Georgia,36.94197,-76.20251
East Ocean View Reef - Igloos,Igloos,Reefs,Maine to Georgia,36.94194,-76.20349
East Ocean View Reef - Rubble,Rubble,Reefs,Maine to Georgia,36.94305,-76.20339
